id,ai_papers
https://openalex.org/I119856527,2
https://openalex.org/I11986463,1
https://openalex.org/I119865316,2
https://openalex.org/I119868032,2
https://openalex.org/I119896790,1
https://openalex.org/I119900292,1
https://openalex.org/I119916105,14
https://openalex.org/I119939252,15
https://openalex.org/I119939603,2
https://openalex.org/I119942284,14
https://openalex.org/I119942576,1
https://openalex.org/I120125038,5
https://openalex.org/I12012874,4
https://openalex.org/I120158604,14
https://openalex.org/I120201202,2
https://openalex.org/I120217413,13
https://openalex.org/I120221655,1
https://openalex.org/I120234788,1
https://openalex.org/I120250893,5
https://openalex.org/I120379545,11
https://openalex.org/I120506574,2
https://openalex.org/I120514687,1
https://openalex.org/I120642085,5
https://openalex.org/I120691247,9
https://openalex.org/I120729142,4
https://openalex.org/I120753068,4
https://openalex.org/I12079687,25
https://openalex.org/I120825670,20
https://openalex.org/I120918012,1
https://openalex.org/I12093191,20
https://openalex.org/I12097938,33
https://openalex.org/I121058860,1
https://openalex.org/I121100312,2
https://openalex.org/I121228050,7
https://openalex.org/I121243025,24
https://openalex.org/I121296143,24
https://openalex.org/I121345201,33
https://openalex.org/I121407953,1
https://openalex.org/I12150220,3
https://openalex.org/I121502294,1
https://openalex.org/I121595252,11
https://openalex.org/I121631880,1
https://openalex.org/I121691239,12
https://openalex.org/I121717354,1
https://openalex.org/I121748325,72
https://openalex.org/I121750182,14
https://openalex.org/I121760703,2
https://openalex.org/I121797337,28
https://openalex.org/I121799043,6
https://openalex.org/I121820613,32
https://openalex.org/I121847817,2
https://openalex.org/I121881413,1
https://openalex.org/I121883995,18
https://openalex.org/I121934306,34
https://openalex.org/I121980950,33
https://openalex.org/I12202575,3
https://openalex.org/I122046568,2
https://openalex.org/I12213908,6
https://openalex.org/I122140584,41
https://openalex.org/I122146667,6
https://openalex.org/I122266389,13
https://openalex.org/I122346577,2
https://openalex.org/I122368001,12
https://openalex.org/I122380217,1
https://openalex.org/I122411786,85
https://openalex.org/I122534668,25
https://openalex.org/I122544976,1
https://openalex.org/I122558511,1
https://openalex.org/I122633378,2
https://openalex.org/I122713931,1
https://openalex.org/I122836369,1
