id,ai_papers_2012,ai_papers_2020,total_2012,total_2020,ai_prcnt_2012,ai_prcnt_2020,ai_growth
https://openalex.org/I102669525,3.0,20.0,45,710,6.666666666666667,2.8169014084507045,-0.5774647887323944
https://openalex.org/I102743436,1.0,1.0,8,2,12.5,50.0,3.0
https://openalex.org/I102782458,4.0,135.0,46,255,8.695652173913043,52.94117647058824,5.0882352941176485
https://openalex.org/I102786147,3.0,24.0,104,96,2.8846153846153846,25.0,7.666666666666667
https://openalex.org/I102808428,4.0,1.0,371,501,1.078167115902965,0.19960079840319359,-0.814870259481038
https://openalex.org/I102839717,16.0,8.0,32,60,50.0,13.333333333333334,-0.7333333333333333
https://openalex.org/I102882674,6.0,15.0,130,104,4.615384615384616,14.423076923076922,2.1249999999999996
https://openalex.org/I102893293,1.0,69.0,56,2339,1.7857142857142856,2.949978623343309,0.6519880290722533
https://openalex.org/I102913810,38.0,354.0,366,1335,10.382513661202186,26.516853932584272,1.553991720875222
https://openalex.org/I102939073,2.0,39.0,549,1443,0.36429872495446264,2.7027027027027026,6.418918918918919
https://openalex.org/I102962589,4.0,1.0,61,48,6.557377049180328,2.083333333333333,-0.6822916666666667
https://openalex.org/I103084370,1.0,11.0,112,140,0.8928571428571428,7.857142857142857,7.8
https://openalex.org/I103104989,2.0,1.0,9,0,22.22222222222222,inf,inf
https://openalex.org/I103163165,31.0,283.0,3127,5264,0.9913655260633194,5.37613981762918,4.42296426120208
https://openalex.org/I103187081,1.0,41.0,329,807,0.303951367781155,5.080545229244114,15.714993804213135
https://openalex.org/I103213266,3.0,1.0,105,6,2.857142857142857,16.666666666666664,4.833333333333332
https://openalex.org/I103225651,11.0,2.0,143,261,7.6923076923076925,0.7662835249042145,-0.900383141762452
https://openalex.org/I103320735,2.0,94.0,1447,3407,0.138217000691085,2.7590255356618725,18.961549750513647
https://openalex.org/I103356709,12.0,184.0,201,422,5.970149253731343,43.60189573459716,6.303317535545024
https://openalex.org/I103390050,1.0,12.0,166,281,0.6024096385542169,4.270462633451958,6.088967971530249
https://openalex.org/I103434671,8.0,100.0,68,233,11.76470588235294,42.91845493562232,2.6480686695278974
https://openalex.org/I103527128,1.0,1.0,15,15,6.666666666666667,6.666666666666667,0.0
https://openalex.org/I103531236,6.0,44.0,1294,1600,0.46367851622874806,2.75,4.930833333333333
https://openalex.org/I103583917,1.0,16.0,15,31,6.666666666666667,51.61290322580645,6.741935483870967
https://openalex.org/I103605164,1.0,5.0,62,45,1.6129032258064515,11.11111111111111,5.888888888888888
https://openalex.org/I103635307,50.0,403.0,2143,3454,2.3331777881474567,11.667631731325999,4.000746960046323
https://openalex.org/I103703290,30.0,70.0,424,770,7.0754716981132075,9.090909090909092,0.28484848484848496
https://openalex.org/I103720208,8.0,23.0,24,89,33.33333333333333,25.842696629213485,-0.22471910112359533
https://openalex.org/I103737770,1.0,29.0,217,257,0.4608294930875576,11.284046692607005,23.4863813229572
https://openalex.org/I103775301,31.0,125.0,1470,1645,2.1088435374149657,7.598784194528875,2.6032944406314344
https://openalex.org/I103890011,1.0,9.0,695,860,0.14388489208633093,1.0465116279069768,6.273255813953489
https://openalex.org/I103922791,1.0,6.0,73,111,1.36986301369863,5.405405405405405,2.945945945945946
https://openalex.org/I104117993,1.0,1.0,9,12,11.11111111111111,8.333333333333332,-0.25000000000000006
https://openalex.org/I104338594,4.0,75.0,1354,1451,0.29542097488921715,5.168849069607168,16.496554100620262
https://openalex.org/I104411113,1.0,3.0,47,97,2.127659574468085,3.0927835051546393,0.45360824742268047
https://openalex.org/I10457146,12.0,52.0,596,1120,2.013422818791946,4.642857142857143,1.3059523809523814
https://openalex.org/I104579289,1.0,1.0,14,45,7.142857142857142,2.2222222222222223,-0.6888888888888889
https://openalex.org/I104588304,1.0,4.0,769,540,0.13003901170351106,0.7407407407407408,4.696296296296296
https://openalex.org/I104817121,2.0,40.0,318,727,0.628930817610063,5.502063273727647,7.748280605226959
https://openalex.org/I104854061,4.0,14.0,271,583,1.4760147601476015,2.401372212692967,0.6269296740994852
https://openalex.org/I1049131,3.0,1.0,53,9,5.660377358490567,11.11111111111111,0.9629629629629627
https://openalex.org/I104914703,16.0,24.0,216,296,7.4074074074074066,8.108108108108109,0.09459459459459481
https://openalex.org/I104946051,22.0,46.0,1513,1918,1.4540647719762063,2.398331595411887,0.6493980472082659
https://openalex.org/I104954885,1.0,5.0,45,111,2.2222222222222223,4.504504504504505,1.027027027027027
https://openalex.org/I10496686,2.0,4.0,126,131,1.5873015873015872,3.0534351145038165,0.9236641221374046
https://openalex.org/I105036370,14.0,177.0,1260,1907,1.1111111111111112,9.281594126900892,7.3534347142108025
https://openalex.org/I105086349,1.0,22.0,337,498,0.2967359050445104,4.417670682730924,13.887550200803211
https://openalex.org/I105094715,14.0,180.0,162,670,8.641975308641975,26.865671641791046,2.1087420042643927
https://openalex.org/I105126617,2.0,2.0,61,54,3.278688524590164,3.7037037037037033,0.12962962962962946
https://openalex.org/I10520737,3.0,1.0,29,5,10.344827586206897,20.0,0.9333333333333332
https://openalex.org/I105292261,2.0,1.0,49,342,4.081632653061225,0.29239766081871343,-0.9283625730994153
https://openalex.org/I10535382,35.0,707.0,699,1293,5.007153075822604,54.67904098994586,9.920185614849188
https://openalex.org/I105454292,8.0,278.0,186,821,4.301075268817205,33.86114494518879,6.872716199756393
https://openalex.org/I105695857,6.0,40.0,130,42,4.615384615384616,95.23809523809523,19.63492063492063
https://openalex.org/I10572248,6.0,3.0,22,9,27.27272727272727,33.33333333333333,0.22222222222222218
https://openalex.org/I105818395,11.0,53.0,350,849,3.1428571428571432,6.24263839811543,0.9862940357640002
https://openalex.org/I105925353,20.0,201.0,507,934,3.9447731755424065,21.5203426124197,4.4554068522483945
https://openalex.org/I105991555,27.0,34.0,321,179,8.411214953271028,18.994413407821227,1.2582247051520794
https://openalex.org/I106079672,16.0,57.0,413,459,3.87409200968523,12.418300653594772,2.2054738562091507
https://openalex.org/I106118109,25.0,128.0,1172,2122,2.1331058020477816,6.032045240339302,1.827822808671065
https://openalex.org/I106157433,6.0,106.0,756,1140,0.7936507936507936,9.298245614035087,10.71578947368421
https://openalex.org/I106165777,52.0,642.0,2135,3950,2.4355971896955504,16.253164556962023,5.673174294060369
https://openalex.org/I106245021,3.0,18.0,158,493,1.89873417721519,3.6511156186612577,0.9229208924949289
https://openalex.org/I106306868,6.0,23.0,33,159,18.181818181818183,14.465408805031446,-0.20440251572327053
https://openalex.org/I106542073,19.0,105.0,911,1479,2.0856201975850714,7.099391480730223,2.403971388918544
https://openalex.org/I106601093,1.0,1.0,19,12,5.263157894736842,8.333333333333332,0.5833333333333333
https://openalex.org/I10660446,114.0,297.0,2111,2126,5.400284225485552,13.96989651928504,1.5868817151062031
https://openalex.org/I106645853,17.0,219.0,750,983,2.2666666666666666,22.278738555442523,8.828855245048173
https://openalex.org/I106663880,3.0,48.0,132,401,2.272727272727273,11.970074812967582,4.266832917705735
https://openalex.org/I106745318,4.0,20.0,289,321,1.384083044982699,6.230529595015576,3.5015576323987534
https://openalex.org/I106785703,23.0,28.0,654,145,3.5168195718654434,19.310344827586206,4.490854572713643
https://openalex.org/I106814784,4.0,1.0,34,11,11.76470588235294,9.090909090909092,-0.22727272727272715
https://openalex.org/I106826634,2.0,57.0,25,437,8.0,13.043478260869565,0.6304347826086956
https://openalex.org/I106841677,1.0,10.0,17,54,5.88235294117647,18.51851851851852,2.1481481481481484
https://openalex.org/I106938459,26.0,116.0,1026,1305,2.53411306042885,8.88888888888889,2.5076923076923077
https://openalex.org/I106959904,5.0,63.0,400,546,1.25,11.538461538461538,8.23076923076923
https://openalex.org/I106969075,11.0,12.0,319,380,3.4482758620689653,3.1578947368421053,-0.0842105263157894
https://openalex.org/I106994412,14.0,61.0,1411,1266,0.9922041105598866,4.818325434439179,3.856183705709772
https://openalex.org/I107049736,42.0,53.0,204,168,20.588235294117645,31.547619047619047,0.5323129251700682
https://openalex.org/I107077323,26.0,351.0,463,925,5.615550755939525,37.945945945945944,5.757297297297297
https://openalex.org/I107139324,2.0,41.0,1003,1245,0.19940179461615154,3.2931726907630523,15.515261044176707
https://openalex.org/I107182072,1.0,2.0,12,49,8.333333333333332,4.081632653061225,-0.510204081632653
https://openalex.org/I107257983,7.0,39.0,48,156,14.583333333333334,25.0,0.7142857142857142
https://openalex.org/I107371206,1.0,35.0,72,624,1.3888888888888888,5.6089743589743595,3.0384615384615388
https://openalex.org/I107428990,11.0,18.0,218,267,5.045871559633028,6.741573033707865,0.33605720122574034
https://openalex.org/I107470533,30.0,57.0,719,443,4.172461752433936,12.866817155756207,2.0837471783295713
https://openalex.org/I107502644,7.0,5.0,61,50,11.475409836065573,10.0,-0.12857142857142853
https://openalex.org/I107551365,1.0,1.0,8,2,12.5,50.0,3.0
https://openalex.org/I107575416,3.0,4.0,69,97,4.3478260869565215,4.123711340206185,-0.05154639175257737
https://openalex.org/I107606265,21.0,203.0,700,2241,3.0,9.058456046407853,2.019485348802618
https://openalex.org/I107613613,17.0,156.0,105,268,16.19047619047619,58.2089552238806,2.5952589991220374
https://openalex.org/I107639228,30.0,665.0,2721,3399,1.1025358324145533,19.564577817005002,16.74507208002354
https://openalex.org/I107656453,3.0,1.0,143,74,2.097902097902098,1.3513513513513513,-0.3558558558558559
https://openalex.org/I107668806,5.0,1.0,31,22,16.129032258064516,4.545454545454546,-0.7181818181818181
https://openalex.org/I107672454,56.0,300.0,2074,2952,2.700096432015429,10.16260162601626,2.7637921022067364
https://openalex.org/I10767319,10.0,8.0,5,68,200.0,11.76470588235294,-0.9411764705882354
https://openalex.org/I107701971,2.0,7.0,42,79,4.761904761904762,8.860759493670885,0.8607594936708859
https://openalex.org/I107707843,2.0,12.0,558,542,0.35842293906810035,2.214022140221402,5.1771217712177116
https://openalex.org/I107720978,59.0,207.0,1391,4436,4.24155283968368,4.666366095581606,0.1001551252464431
https://openalex.org/I107766831,2.0,39.0,846,1200,0.2364066193853428,3.25,12.7475
https://openalex.org/I107851509,1.0,9.0,342,372,0.29239766081871343,2.4193548387096775,7.274193548387098
https://openalex.org/I107853901,16.0,37.0,207,606,7.729468599033816,6.105610561056106,-0.21008663366336625
https://openalex.org/I107920810,1.0,6.0,264,456,0.3787878787878788,1.3157894736842104,2.4736842105263155
https://openalex.org/I107949126,24.0,46.0,461,576,5.206073752711497,7.986111111111111,0.5339988425925926
https://openalex.org/I107982497,12.0,14.0,353,257,3.39943342776204,5.447470817120623,0.6024643320363163
https://openalex.org/I108103353,57.0,117.0,1163,1581,4.901117798796217,7.400379506641366,0.5099370817936681
https://openalex.org/I108108428,13.0,34.0,468,681,2.7777777777777777,4.992657856093979,0.7973568281938326
https://openalex.org/I108160477,17.0,48.0,661,637,2.5718608169440245,7.535321821036106,1.9299104257087445
https://openalex.org/I108169390,1.0,1.0,57,49,1.7543859649122806,2.0408163265306123,0.16326530612244908
https://openalex.org/I108192572,9.0,40.0,369,535,2.4390243902439024,7.476635514018691,2.065420560747663
https://openalex.org/I10822131,1.0,1.0,3,7,33.33333333333333,14.285714285714285,-0.5714285714285714
https://openalex.org/I10824318,9.0,33.0,447,1236,2.013422818791946,2.669902912621359,0.32605177993527507
https://openalex.org/I108245028,1.0,1.0,9,34,11.11111111111111,2.941176470588235,-0.7352941176470588
https://openalex.org/I108290504,37.0,357.0,3234,5204,1.1440940012368583,6.86010760953113,4.99610486735775
https://openalex.org/I108377105,2.0,1.0,63,34,3.1746031746031744,2.941176470588235,-0.0735294117647059
https://openalex.org/I108403487,71.0,204.0,1507,1911,4.71134704711347,10.675039246467819,1.2658146682291553
https://openalex.org/I108468826,60.0,370.0,549,927,10.92896174863388,39.91370010787487,2.6521035598705502
https://openalex.org/I108511484,1.0,1.0,26,35,3.8461538461538463,2.857142857142857,-0.2571428571428572
https://openalex.org/I108526665,7.0,10.0,17,63,41.17647058823529,15.873015873015872,-0.6145124716553287
https://openalex.org/I108688024,25.0,510.0,1548,4877,1.614987080103359,10.457248308386303,5.4751281525527995
https://openalex.org/I108714496,16.0,186.0,531,1763,3.0131826741996233,10.550198525241067,2.5013471355643793
https://openalex.org/I10874241,25.0,52.0,344,497,7.267441860465117,10.46277665995976,0.4396780684104628
https://openalex.org/I108743333,4.0,21.0,168,223,2.380952380952381,9.417040358744394,2.9551569506726456
https://openalex.org/I108754898,10.0,60.0,153,300,6.535947712418301,20.0,2.0599999999999996
https://openalex.org/I108785884,1.0,7.0,89,237,1.1235955056179776,2.9535864978902953,1.6286919831223625
https://openalex.org/I108865366,1.0,1.0,30,1,3.3333333333333335,100.0,29.0
https://openalex.org/I108904480,23.0,23.0,223,94,10.31390134529148,24.46808510638298,1.372340425531915
https://openalex.org/I10899854,3.0,58.0,244,633,1.2295081967213115,9.162717219589258,6.452343338599263
https://openalex.org/I109004778,4.0,1.0,55,0,7.2727272727272725,inf,inf
https://openalex.org/I10902133,33.0,33.0,690,1057,4.782608695652174,3.122043519394513,-0.34720908230842
https://openalex.org/I109147379,4.0,47.0,170,208,2.3529411764705883,22.596153846153847,8.603365384615385
https://openalex.org/I109173049,1.0,5.0,74,121,1.3513513513513513,4.132231404958678,2.057851239669422
https://openalex.org/I109289231,6.0,10.0,294,105,2.0408163265306123,9.523809523809524,3.6666666666666665
https://openalex.org/I109297418,8.0,44.0,266,543,3.007518796992481,8.103130755064457,1.6942909760589322
https://openalex.org/I109362141,1.0,1.0,11,62,9.090909090909092,1.6129032258064515,-0.8225806451612903
https://openalex.org/I109493002,1.0,1.0,66,26,1.5151515151515151,3.8461538461538463,1.5384615384615385
https://openalex.org/I109780856,2.0,1.0,33,4,6.0606060606060606,25.0,3.1249999999999996
https://openalex.org/I109830273,1.0,1.0,9,8,11.11111111111111,12.5,0.12500000000000003
https://openalex.org/I109935558,49.0,253.0,1359,2546,3.6055923473142015,9.937156323644933,1.7560398864966251
https://openalex.org/I109954829,16.0,39.0,288,492,5.555555555555555,7.926829268292683,0.426829268292683
https://openalex.org/I109995039,1.0,1.0,8,17,12.5,5.88235294117647,-0.5294117647058824
https://openalex.org/I110002522,33.0,193.0,1061,1573,3.1102733270499527,12.269548633184996,2.9448457878209946
https://openalex.org/I110017253,18.0,25.0,753,1267,2.3904382470119523,1.973164956590371,-0.17455932649302813
https://openalex.org/I110026055,12.0,48.0,402,738,2.9850746268656714,6.504065040650407,1.1788617886178867
https://openalex.org/I110079840,12.0,43.0,694,1101,1.729106628242075,3.905540417801998,1.2587042082954887
https://openalex.org/I110109458,8.0,23.0,323,212,2.476780185758514,10.849056603773585,3.3803066037735845
https://openalex.org/I110116418,8.0,10.0,347,387,2.3054755043227666,2.5839793281653747,0.12080103359173125
https://openalex.org/I110120368,18.0,36.0,500,817,3.5999999999999996,4.406364749082008,0.22399020807833567
https://openalex.org/I110152177,15.0,21.0,1107,893,1.3550135501355014,2.3516237402015676,0.7354983202687568
https://openalex.org/I110166357,23.0,102.0,1510,2705,1.5231788079470199,3.770794824399261,1.4756087760186454
https://openalex.org/I11019714,56.0,132.0,530,730,10.566037735849058,18.08219178082192,0.7113502935420742
https://openalex.org/I110200422,60.0,432.0,4656,7654,1.2886597938144329,5.644107656127515,3.379827541154952
https://openalex.org/I110217816,3.0,1.0,61,81,4.918032786885246,1.2345679012345678,-0.7489711934156378
https://openalex.org/I1102219,1.0,16.0,42,724,2.380952380952381,2.209944751381215,-0.07182320441988962
https://openalex.org/I110263422,1.0,10.0,164,273,0.6097560975609756,3.6630036630036633,5.007326007326008
https://openalex.org/I110273157,11.0,123.0,417,543,2.6378896882494005,22.65193370165746,7.587142139628327
https://openalex.org/I110325482,1.0,1.0,210,142,0.4761904761904762,0.7042253521126761,0.47887323943661975
https://openalex.org/I110357561,31.0,382.0,698,2155,4.441260744985674,17.726218097447795,2.9912581393608257
https://openalex.org/I110360157,1.0,233.0,76,1364,1.3157894736842104,17.082111436950147,11.982404692082113
https://openalex.org/I110378019,14.0,55.0,1028,811,1.3618677042801557,6.781750924784218,3.9797428219129825
https://openalex.org/I110440473,31.0,196.0,606,1004,5.115511551155116,19.52191235059761,2.8162189949877905
https://openalex.org/I110454016,9.0,10.0,175,154,5.142857142857142,6.493506493506493,0.26262626262626254
https://openalex.org/I110525433,464.0,940.0,7474,15364,6.208188386406208,6.1181983858370215,-0.014495372074441843
https://openalex.org/I110534114,9.0,4.0,117,88,7.6923076923076925,4.545454545454546,-0.40909090909090906
https://openalex.org/I110594554,3.0,56.0,371,1175,0.8086253369272237,4.76595744680851,4.893900709219858
https://openalex.org/I110617504,1.0,1.0,21,38,4.761904761904762,2.631578947368421,-0.44736842105263164
https://openalex.org/I110675161,14.0,11.0,155,57,9.032258064516128,19.298245614035086,1.136591478696742
https://openalex.org/I110736937,26.0,61.0,2836,2250,0.9167842031029618,2.711111111111111,1.9571965811965812
https://openalex.org/I110757952,31.0,77.0,482,764,6.431535269709543,10.078534031413612,0.5670494848843102
https://openalex.org/I110883965,2.0,11.0,112,33,1.7857142857142856,33.33333333333333,17.666666666666664
https://openalex.org/I110930757,1.0,2.0,65,72,1.5384615384615385,2.7777777777777777,0.8055555555555554
https://openalex.org/I110995367,2.0,1.0,10,24,20.0,4.166666666666666,-0.7916666666666667
https://openalex.org/I111088046,60.0,768.0,5295,8033,1.13314447592068,9.560562678949335,7.437196564172788
https://openalex.org/I111112146,22.0,116.0,556,1033,3.9568345323741005,11.22942884801549,1.8379829270439145
https://openalex.org/I111149068,11.0,60.0,184,371,5.978260869565218,16.172506738544474,1.7052193089928935
https://openalex.org/I111195156,4.0,13.0,23,70,17.391304347826086,18.571428571428573,0.067857142857143
https://openalex.org/I111199411,5.0,115.0,370,794,1.3513513513513513,14.483627204030228,9.71788413098237
https://openalex.org/I111236770,9.0,137.0,1570,2090,0.5732484076433121,6.555023923444976,10.434875066454014
https://openalex.org/I111262870,9.0,45.0,507,961,1.7751479289940828,4.682622268470343,1.6378772112382933
https://openalex.org/I111277659,42.0,201.0,2127,2709,1.9746121297602257,7.419712070874862,2.7575541844644835
https://openalex.org/I111455621,3.0,13.0,213,292,1.4084507042253522,4.4520547945205475,2.1609589041095885
https://openalex.org/I111575329,12.0,41.0,366,784,3.278688524590164,5.229591836734694,0.5950255102040817
https://openalex.org/I111599522,134.0,403.0,1874,3600,7.150480256136606,11.194444444444445,0.5655514096185739
https://openalex.org/I111664937,9.0,21.0,350,574,2.571428571428571,3.6585365853658534,0.42276422764227645
https://openalex.org/I111753288,43.0,152.0,1301,1302,3.3051498847040737,11.674347158218126,2.532168756474833
https://openalex.org/I1118541,17.0,80.0,1822,2498,0.9330406147091108,3.2025620496397114,2.432392973202091
https://openalex.org/I111950717,4.0,137.0,135,945,2.9629629629629632,14.497354497354497,3.892857142857142
https://openalex.org/I111966504,28.0,26.0,604,668,4.635761589403973,3.8922155688622757,-0.1603934987168519
https://openalex.org/I111971639,26.0,29.0,424,254,6.132075471698113,11.41732283464567,0.8619018776499094
https://openalex.org/I111979921,117.0,989.0,7797,11859,1.5005771450557905,8.339657643983472,4.557633388900781
https://openalex.org/I112080488,4.0,7.0,10,38,40.0,18.421052631578945,-0.5394736842105263
https://openalex.org/I112090838,1.0,1.0,191,48,0.5235602094240838,2.083333333333333,2.9791666666666665
https://openalex.org/I112193423,2.0,1.0,30,0,6.666666666666667,inf,inf
https://openalex.org/I112260969,16.0,28.0,323,260,4.953560371517028,10.76923076923077,1.1740384615384616
https://openalex.org/I112450260,3.0,1.0,36,43,8.333333333333332,2.3255813953488373,-0.7209302325581394
https://openalex.org/I112475681,1.0,1.0,39,134,2.564102564102564,0.7462686567164178,-0.7089552238805971
https://openalex.org/I112524849,2.0,39.0,839,1041,0.23837902264600713,3.7463976945244957,14.716138328530262
https://openalex.org/I112532030,2.0,1.0,5,8,40.0,12.5,-0.6875
https://openalex.org/I112536369,27.0,111.0,407,989,6.6339066339066335,11.223458038422649,0.6918323783844512
https://openalex.org/I11265461,1.0,1.0,59,69,1.694915254237288,1.4492753623188406,-0.14492753623188404
https://openalex.org/I112713213,2.0,7.0,46,139,4.3478260869565215,5.0359712230215825,0.15827338129496404
https://openalex.org/I112728665,5.0,29.0,193,194,2.5906735751295336,14.948453608247423,4.770103092783505
https://openalex.org/I112862951,20.0,112.0,1263,2492,1.583531274742676,4.49438202247191,1.8382022471910118
https://openalex.org/I112898310,1.0,1.0,24,26,4.166666666666666,3.8461538461538463,-0.07692307692307676
https://openalex.org/I112936343,8.0,29.0,249,257,3.2128514056224895,11.284046692607005,2.512159533073931
https://openalex.org/I113171187,1.0,2.0,116,166,0.8620689655172413,1.2048192771084338,0.39759036144578336
https://openalex.org/I113306721,40.0,281.0,2565,3636,1.5594541910331383,7.728272827282728,3.9557549504950495
https://openalex.org/I113389987,7.0,1.0,107,9,6.5420560747663545,11.11111111111111,0.6984126984126985
https://openalex.org/I113409471,4.0,180.0,214,308,1.8691588785046727,58.44155844155844,30.26623376623377
https://openalex.org/I113428412,5.0,35.0,709,980,0.7052186177715092,3.571428571428571,4.064285714285714
https://openalex.org/I113463164,2.0,1.0,6,4,33.33333333333333,25.0,-0.2499999999999999
https://openalex.org/I113643904,4.0,36.0,177,1210,2.2598870056497176,2.975206611570248,0.31652892561983464
https://openalex.org/I11368126,3.0,57.0,76,305,3.9473684210526314,18.688524590163937,3.7344262295081974
https://openalex.org/I113686770,1.0,4.0,69,99,1.4492753623188406,4.040404040404041,1.7878787878787878
https://openalex.org/I11385950,2.0,5.0,256,280,0.78125,1.7857142857142856,1.2857142857142856
https://openalex.org/I113940042,192.0,1309.0,3840,5970,5.0,21.926298157453935,3.3852596314907872
https://openalex.org/I113979032,4.0,55.0,26,136,15.384615384615385,40.44117647058824,1.6286764705882353
https://openalex.org/I114017466,192.0,1006.0,1993,5546,9.63371801304566,18.139199423007575,0.8828866901069841
https://openalex.org/I114027177,85.0,813.0,7572,11566,1.1225567881669307,7.029223586373854,5.26179776423798
https://openalex.org/I114030911,1.0,1.0,56,60,1.7857142857142856,1.6666666666666667,-0.06666666666666655
https://openalex.org/I11406153,2.0,9.0,80,200,2.5,4.5,0.8
https://openalex.org/I114090438,46.0,174.0,3320,4828,1.3855421686746987,3.6039768019884013,1.6011310831742376
